com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
10470,0,4,15,1589745201187,10.85,UTC-0500,,15,1589745240000,1.0362408,jpgso+yMpj,1589745180000,com.sec.android.app.shealth,1589745216822,2f73499f-5327-4b35-a0ec-54b0d4be456c,0.54999995,,
5239,0,4,9,1589747337399,6.84,UTC-0500,,9,1589747220000,1.3055556,jpgso+yMpj,1589747160000,com.sec.android.app.shealth,1589747337399,ff58f6fe-710f-415e-ba08-cecc824bce9f,0.33,,
10789,0,4,17,1589749345107,9.89,UTC-0500,,14,1589749260000,0.9166667,jpgso+yMpj,1589749200000,com.sec.android.app.shealth,1589749345107,6c08c8f7-1ebf-4d16-8e19-45adbb6c019c,0.54,,
12973,0,4,20,1589751450140,14.67,UTC-0500,,20,1589751480000,1.1307237,jpgso+yMpj,1589751420000,com.sec.android.app.shealth,1589751462962,c8930642-67ca-4b6e-bd2c-f85c8ee7b521,0.69,,
8760,0,4,12,1589747054602,8.03,UTC-0500,,12,1589747099999,0.9166667,hytsFLPcD3,1589747040000,com.sec.android.app.shealth,1589747054603,02fa649d-bdd0-009c-d58b-6c157bf09145,0.54,230002,
6717,0,4,12,1589749311536,8.77,UTC-0500,,12,1589749319999,1.3055556,hytsFLPcD3,1589749260000,com.sec.android.app.shealth,1589749311536,12b1da92-14c7-ce91-f096-1cad631ddd97,0.42,230002,
17280,0,4,25,1589751303356,17.28,UTC-0500,,25,1589751299999,1.0,hytsFLPcD3,1589751240000,com.sec.android.app.shealth,1589751303356,859ec163-90a1-3358-e109-c3b76869af01,1.02,230002,
6284,0,4,12,1589753444625,9.95,UTC-0500,,12,1589753399999,1.5833334,hytsFLPcD3,1589753340000,com.sec.android.app.shealth,1589753444625,2753bea0-fe2f-2927-e1e8-b0e39d3f14d0,0.53,230002,
17460,0,4,22,1589758822119,22.31,UTC-0500,,32,1589758860000,1.2777778,jpgso+yMpj,1589758800000,com.sec.android.app.shealth,1589758822119,96dc8ecb-5f9c-4315-b42e-4556951f83db,1.49,,
17243,17,4,26,1589754093495,38.787,UTC-0500,,43,1589754119999,2.2493076,hytsFLPcD3,1589754060000,com.sec.android.app.shealth,1589754103733,b6bf922e-b26f-3686-4a0e-4dbc286f7530,2.27,230002,
32928,0,4,67,1589755507259,52.86,UTC-0500,,67,1589755559999,1.6052772,hytsFLPcD3,1589755500000,com.sec.android.app.shealth,1589755577278,f6675d16-8b11-2a87-c4b1-151f2fb0d595,2.41,230002,
6808,0,4,12,1589756517295,8.7,UTC-0500,,12,1589756519999,1.2777778,hytsFLPcD3,1589756460000,com.sec.android.app.shealth,1589756517295,7af9db95-5c5c-0e96-365c-ac8cb4ec5af6,0.41,230002,
7554,0,4,17,1589757824316,13.43,UTC-0500,,17,1589757839999,1.7777778,hytsFLPcD3,1589757780000,com.sec.android.app.shealth,1589757824316,aafc0b32-af9e-754f-6dd5-90cdf3e74e84,0.54,230002,
8566,5,4,16,1589758976326,19.49,UTC-0500,,21,1589758979999,2.275208,hytsFLPcD3,1589758920000,com.sec.android.app.shealth,1589758983323,ff61ca71-0e53-ce3f-bfb5-f5ad70d69aae,1.31,230002,
13117,0,4,20,1589766287384,14.85,UTC-0500,,20,1589766300000,1.1320871,jpgso+yMpj,1589766240000,com.sec.android.app.shealth,1589766292774,f44e298b-4ce1-4150-86ee-15b5c910551a,0.71000004,,
17264,0,4,30,1589768101307,21.58,UTC-0500,,30,1589768039999,1.25,hytsFLPcD3,1589767980000,com.sec.android.app.shealth,1589768101308,43774a0e-ecaa-cbd9-bdf6-4f55a8a3db54,1.02,230002,
6930,0,4,10,1589768812471,6.93,UTC-0500,,10,1589768819999,1.0,hytsFLPcD3,1589768760000,com.sec.android.app.shealth,1589768812474,6e84447a-df72-4612-0344-3d365b5582c3,0.36,230002,
0,0,4,2,1589769456901,0.0,UTC-0500,,0,1589769480000,0.0,jpgso+yMpj,1589769420000,com.sec.android.app.shealth,1589769456901,1fdb9e85-ce80-4377-9f8e-049dec8083c5,0.0,,
15622,0,4,24,1589774564780,17.609999,UTC-0500,,24,1589774580000,1.1272229,jpgso+yMpj,1589774520000,com.sec.android.app.shealth,1589774565855,f801973b-16c8-4d57-a9c8-da29b6f77124,0.87000006,,
5635,0,4,10,1589775041844,7.51,UTC-0500,,10,1589775060000,1.3326024,jpgso+yMpj,1589775000000,com.sec.android.app.shealth,1589775043773,430411ec-67c3-4a2f-8f87-2a58b2585f84,0.36999997,,
4441,0,4,7,1589778244669,5.27,UTC-0500,,7,1589778300000,1.1864277,jpgso+yMpj,1589778240000,com.sec.android.app.shealth,1589778245463,56390201-c834-4331-b37b-221ee2510787,0.25,,
10712,0,4,17,1589772912152,12.2,UTC-0500,,17,1589771999999,1.1388888,hytsFLPcD3,1589771940000,com.sec.android.app.shealth,1589772912152,deebaa14-0b35-0dee-b13d-c139beafb1dc,0.59,230002,
8203,0,4,16,1589774651814,11.85,UTC-0500,,16,1589774639999,1.4444444,hytsFLPcD3,1589774580000,com.sec.android.app.shealth,1589774651814,e783ac1f-e942-4f7d-4372-2f2cbb1bdba6,0.55,230002,
8068,0,4,12,1589802972813,8.740001,UTC-0500,,12,1589803020000,1.083247,jpgso+yMpj,1589802960000,com.sec.android.app.shealth,1589802973842,cdb42d00-15dc-4f3a-80ad-f808d0078c7f,0.44,,
12696,0,4,11,1589808426083,16.51,UTC-0500,,27,1589808480000,1.3003337,jpgso+yMpj,1589808420000,com.sec.android.app.shealth,1589808901168,cf87a5ca-209c-476e-aa78-c97faff7f83b,1.01,,
13455,0,4,17,1589808910358,11.96,UTC-0500,,17,1589808900000,0.8888889,jpgso+yMpj,1589808840000,com.sec.android.app.shealth,1589808910358,873ef1f4-82a1-435f-8e9c-e9911e31c375,0.64,,
5080,0,4,10,1589806567483,7.62,UTC-0500,,10,1589806559999,1.5,hytsFLPcD3,1589806500000,com.sec.android.app.shealth,1589806567483,e14656e0-f28f-84d0-671c-befb4944f549,0.34,230002,
5135,0,4,9,1589820076995,6.75,UTC-0500,,9,1589820120000,1.3142858,jpgso+yMpj,1589820060000,com.sec.android.app.shealth,1589820340544,e58af5c4-28ec-4be3-99f9-23bea133b535,0.32999998,,
17712,0,4,33,1589821100985,24.6,UTC-0500,,33,1589821079999,1.3888888,hytsFLPcD3,1589821020000,com.sec.android.app.shealth,1589821100986,8720f275-a3ff-12a1-089e-fd546a7f1ac3,1.21,230002,
14156,0,4,26,1589821100993,19.91,UTC-0500,,26,1589821139999,1.4064498,hytsFLPcD3,1589821080000,com.sec.android.app.shealth,1589821121263,b4498589-e6ce-5771-5d90-1503e151a2f1,0.99,230002,
11047,0,4,20,1589821376530,14.73,UTC-0500,,20,1589821199999,1.3333334,hytsFLPcD3,1589821140000,com.sec.android.app.shealth,1589821376530,638f501b-13e1-8035-223f-c70950a4fe80,0.71,230002,
7567,0,4,14,1589821641286,10.51,UTC-0500,,14,1589821619999,1.3888888,hytsFLPcD3,1589821560000,com.sec.android.app.shealth,1589821641286,aca11ea9-5a66-416a-31d1-38f218ba3d58,0.49,230002,
13346,0,4,24,1589821641295,17.96,UTC-0500,,24,1589821679999,1.3456572,hytsFLPcD3,1589821620000,com.sec.android.app.shealth,1589821676298,800a815e-96fd-a2c2-3d5f-475e499ac0b3,0.82,230002,
22032,0,4,51,1589821689395,34.44,UTC-0500,,51,1589821739999,1.5631119,hytsFLPcD3,1589821680000,com.sec.android.app.shealth,1589821709887,6ea4b133-e7ab-fa6a-905a-6f285a99a211,1.7,230002,
4686,0,4,8,1589826272748,5.89,UTC-0500,,8,1589826300000,1.2568101,jpgso+yMpj,1589826240000,com.sec.android.app.shealth,1589826273560,53651705-6731-4802-b97c-28d01c592fb5,0.29,,
3008,0,4,6,1589826520278,4.68,UTC-0500,,6,1589826540000,1.5555556,jpgso+yMpj,1589826480000,com.sec.android.app.shealth,1589826520278,d4729e3d-a55a-4a56-bb8e-076fe728a884,0.21,,
6085,0,4,8,1589828574980,5.64,UTC-0500,,8,1589828580000,0.9267647,jpgso+yMpj,1589828520000,com.sec.android.app.shealth,1589828578051,c89f3a52-258b-49f9-994e-6c016766e67d,0.29999998,,
12834,0,4,21,1589821768499,15.33,UTC-0500,,21,1589821799999,1.1944444,hytsFLPcD3,1589821740000,com.sec.android.app.shealth,1589821768499,1dfa889f-4d25-ff96-05c1-bc003755e9c1,0.68,230002,
9925,0,4,20,1589822107186,15.44,UTC-0500,,20,1589822039999,1.5555556,hytsFLPcD3,1589821980000,com.sec.android.app.shealth,1589822107186,1ffa4c2a-a1e1-327b-0751-c1dfce08ec64,0.71,230002,
9072,0,4,17,1589822107194,12.6,UTC-0500,,17,1589822099999,1.3888888,hytsFLPcD3,1589822040000,com.sec.android.app.shealth,1589822107195,13e7bedd-f836-d3bb-7a32-62e2869bfe32,0.62,230002,
5685,2,4,10,1589822150348,10.74,UTC-0500,,12,1589822159999,1.8888888,hytsFLPcD3,1589822100000,com.sec.android.app.shealth,1589822150348,829c0cb9-2653-08ec-9056-2f2679e7a467,0.46,230002,
9230,0,4,18,1589822181278,15.64,UTC-0500,,18,1589822219999,1.6944444,hytsFLPcD3,1589822160000,com.sec.android.app.shealth,1589822181278,63e8f4a6-85d2-af3a-e8da-24841fcce8e8,0.89,230002,
53920,0,4,94,1589822233364,69.13,UTC-0500,,94,1589822279999,1.2820816,hytsFLPcD3,1589822220000,com.sec.android.app.shealth,1589822279630,987457a6-4096-a236-ac9d-9b4085b7364f,3.27,230002,
43957,0,4,73,1589822303318,52.047,UTC-0500,,73,1589822339999,1.1840326,hytsFLPcD3,1589822280000,com.sec.android.app.shealth,1589822350756,34639e83-109d-40f7-c98a-e9ce48c525a2,2.52,230002,
21301,0,4,39,1589822350902,29.23,UTC-0500,,39,1589822399999,1.3722024,hytsFLPcD3,1589822340000,com.sec.android.app.shealth,1589822411304,923b912b-96b4-b50c-4087-fb4fce96505d,1.3,230002,
35025,0,4,69,1589822411310,57.54,UTC-0500,,74,1589822459999,1.6427953,hytsFLPcD3,1589822400000,com.sec.android.app.shealth,1589822468924,5bb9bc1e-9278-8e98-f97f-5e915ab2bc17,2.47,230002,
14698,0,4,37,1589822468931,21.551,UTC-0500,,32,1589822519999,1.4661688,hytsFLPcD3,1589822460000,com.sec.android.app.shealth,1589822533971,ab78b77d-336c-c863-47e9-5cc06c5ce3de,1.09,230002,
11301,0,4,16,1589822533977,11.14,UTC-0500,,16,1589822579999,0.98571,hytsFLPcD3,1589822520000,com.sec.android.app.shealth,1589822545371,b47c4b18-31df-cdb3-535b-ef9319f23682,0.55,230002,
4995,0,4,11,1589822636276,8.88,UTC-0500,,11,1589822639999,1.7777778,hytsFLPcD3,1589822580000,com.sec.android.app.shealth,1589822636276,13cabea8-cd10-14b6-b4d4-14f8eabc870d,0.34,230002,
7242,0,4,12,1589822758806,8.45,UTC-0500,,12,1589822759999,1.1666666,hytsFLPcD3,1589822700000,com.sec.android.app.shealth,1589822758806,26cfea12-8f85-5abc-d172-b67aeb2f8e18,0.46,230002,
4997,0,4,8,1589822774911,5.692,UTC-0500,,8,1589822819999,1.1388888,hytsFLPcD3,1589822760000,com.sec.android.app.shealth,1589822774911,7b038c51-f0ad-ccdd-5046-eecab7f84148,0.28,230002,
10579,0,4,18,1589823302126,12.93,UTC-0500,,18,1589823299999,1.2222222,hytsFLPcD3,1589823240000,com.sec.android.app.shealth,1589823302126,cfdd380b-0f66-64f3-6362-b9a2883aa00c,0.64,230002,
11186,0,4,18,1589823842364,12.74,UTC-0500,,18,1589823839999,1.1388888,hytsFLPcD3,1589823780000,com.sec.android.app.shealth,1589823842364,93ca1757-5e86-12d8-9765-7449114407c4,0.72,230002,
4350,0,4,10,1589824112697,10.15,UTC-0500,,10,1589824019999,2.3333333,hytsFLPcD3,1589823960000,com.sec.android.app.shealth,1589824112697,0801e5bc-1151-884c-5278-695c05d4f2b1,0.46,230002,
5368,0,4,12,1589824262519,13.57,UTC-0500,,12,1589824259999,2.5277777,hytsFLPcD3,1589824200000,com.sec.android.app.shealth,1589824262519,9b2de9b5-5239-1712-37b6-d5942d58465f,0.55,230002,
7793,2,4,18,1589824262711,19.416,UTC-0500,,20,1589824319999,2.4911702,hytsFLPcD3,1589824260000,com.sec.android.app.shealth,1589824310314,de304f58-767a-8748-c386-939216973df3,0.99,230002,
7207,0,4,13,1589824766315,9.61,UTC-0500,,13,1589824799999,1.3333334,hytsFLPcD3,1589824740000,com.sec.android.app.shealth,1589824766315,9336ae64-dfe1-f613-f43b-52bd69848f0b,0.46,230002,
12376,0,4,18,1589825318417,12.372,UTC-0500,,18,1589825339999,0.9996365,hytsFLPcD3,1589825280000,com.sec.android.app.shealth,1589825321341,10695821-cd52-6ba2-5029-81a1279cf1f9,0.7,230002,
20630,0,4,32,1589825387304,22.35,UTC-0500,,32,1589825399999,1.0833334,hytsFLPcD3,1589825340000,com.sec.android.app.shealth,1589825387304,c577eefb-d7f8-e3d3-7d9a-1b29badfc107,1.13,230002,
4334,0,4,10,1589825548360,8.79,UTC-0500,,10,1589825579999,2.0277777,hytsFLPcD3,1589825520000,com.sec.android.app.shealth,1589825548361,5d106e3d-6f96-06e4-37a4-682d141df5e6,0.32,230002,
6641,0,4,10,1589825703130,7.01,UTC-0500,,10,1589825699999,1.0555556,hytsFLPcD3,1589825640000,com.sec.android.app.shealth,1589825703131,56cada57-4e90-cd94-2bb2-ae25024dafc9,0.36,230002,
12217,0,4,19,1589825770445,13.253,UTC-0500,,19,1589825819999,1.0847719,hytsFLPcD3,1589825760000,com.sec.android.app.shealth,1589825787312,27ee54af-2778-775a-a3ff-a0bfdf60b8b0,0.68,230002,
5371,0,4,10,1589825964258,7.46,UTC-0500,,10,1589825939999,1.3888888,hytsFLPcD3,1589825880000,com.sec.android.app.shealth,1589825964258,b7af3074-3cbe-6beb-cedb-9c4b51632322,0.31,230002,
9070,0,4,15,1589828733491,10.649,UTC-0500,,15,1589828759999,1.1739777,hytsFLPcD3,1589828700000,com.sec.android.app.shealth,1589828736290,32761758-63a8-8a1d-72b0-e7b4897c6e29,0.52,230002,
4969,0,4,10,1589828816326,7.73,UTC-0500,,10,1589828819999,1.5555556,hytsFLPcD3,1589828760000,com.sec.android.app.shealth,1589828816326,4c8f1656-2837-cf2f-8ba9-ebd16aaef3a3,0.32,230002,
10907,0,4,23,1589830750962,17.863,UTC-0500,,23,1589830799999,1.6376671,hytsFLPcD3,1589830740000,com.sec.android.app.shealth,1589830752409,a0139b7a-7bb3-7f51-a60f-dda8c68a6deb,0.82,230002,
5287,0,4,10,1589831272398,7.49,UTC-0500,,10,1589831219999,1.4166666,hytsFLPcD3,1589831160000,com.sec.android.app.shealth,1589831272398,3e843f60-9da7-37fb-9cb2-18f9e18f5b83,0.32,230002,
5760,0,4,10,1589831597885,7.2,UTC-0500,,10,1589831399999,1.25,hytsFLPcD3,1589831340000,com.sec.android.app.shealth,1589831597885,06ede937-6c38-49f5-92a3-21e00f3662f3,0.36,230002,
4730,0,4,11,1589832463151,10.25,UTC-0500,,11,1589832419999,2.1666667,hytsFLPcD3,1589832360000,com.sec.android.app.shealth,1589832463151,ffe6ad3b-4cfb-082f-15ef-f5761578e890,0.42,230002,
3969,0,4,10,1589832807741,8.16,UTC-0500,,10,1589832659999,2.0555556,hytsFLPcD3,1589832600000,com.sec.android.app.shealth,1589832807741,0ad8ecd9-8795-eeaa-1a7f-ba766ec0d57a,0.34,230002,
10248,0,4,13,1589833649939,9.11,UTC-0500,,13,1589833440000,0.88888896,jpgso+yMpj,1589833380000,com.sec.android.app.shealth,1589833649939,61ee5e74-ceba-4309-9974-d5f30d208d13,0.5,,
8100,0,4,12,1589834075867,8.55,UTC-0500,,12,1589833680000,1.0555556,jpgso+yMpj,1589833620000,com.sec.android.app.shealth,1589834075867,1a7e2121-1976-49bb-bcf5-b43008f3088b,0.45,,
32319,0,4,58,1589834075912,43.99,UTC-0500,,58,1589833800000,1.3611112,jpgso+yMpj,1589833740000,com.sec.android.app.shealth,1589834075912,92d2ca59-319d-4368-9371-d166c54684ae,2.09,,
29006,0,4,50,1589834075924,37.87,UTC-0500,,50,1589833860000,1.3055556,jpgso+yMpj,1589833800000,com.sec.android.app.shealth,1589834075924,1edce1d7-f411-4610-a991-83a06aca6e76,1.9,,
12217,0,4,27,1589834075956,21.38,UTC-0500,,27,1589833920000,1.75,jpgso+yMpj,1589833860000,com.sec.android.app.shealth,1589834075956,9a8a8017-96b2-4972-9ef9-788a3d53cbeb,0.89,,
24501,0,4,45,1589834075985,34.71,UTC-0500,,45,1589833980000,1.4166666,jpgso+yMpj,1589833920000,com.sec.android.app.shealth,1589834075985,a7318d28-16a2-4aa0-adc1-51ebd7a1f7cb,1.48,,
40643,0,4,73,1589834076003,55.32,UTC-0500,,73,1589834040000,1.3611112,jpgso+yMpj,1589833980000,com.sec.android.app.shealth,1589834076003,491d90ee-42b8-454c-8f13-7e88b16aaa03,2.85,,
8512,0,4,14,1589834076029,10.15,UTC-0500,,14,1589834100000,1.1923747,jpgso+yMpj,1589834040000,com.sec.android.app.shealth,1589834076869,6ea69920-c3c4-4db0-a7dc-504dc9cfe321,0.54,,
3390,0,4,7,1589835301731,5.84,UTC-0500,,7,1589835300000,1.7222222,jpgso+yMpj,1589835240000,com.sec.android.app.shealth,1589835301731,67be8687-f995-47a8-b6a2-607e43d1afd9,0.25,,
25225,0,4,32,1589835372104,30.13,UTC-0500,,43,1589835360000,1.1944444,jpgso+yMpj,1589835300000,com.sec.android.app.shealth,1589835372104,01c6b964-af7a-445a-96f5-8d82005cd66e,1.61,,
11045,0,4,17,1589835372133,12.58,UTC-0500,,17,1589835420000,1.1388888,jpgso+yMpj,1589835360000,com.sec.android.app.shealth,1589835372133,db796ffb-4830-4ff1-8871-fbb802d78fce,0.64,,
9880,0,4,17,1589837659280,12.9,UTC-0500,,17,1589837460000,1.3055556,jpgso+yMpj,1589837400000,com.sec.android.app.shealth,1589837659280,74dabb8b-a2f6-47d4-95eb-5933fc7591b7,0.61,,
4124,0,4,7,1589837659289,5.27,UTC-0500,,7,1589837520000,1.2777779,jpgso+yMpj,1589837460000,com.sec.android.app.shealth,1589837659289,5f8a3935-6b61-419d-b59d-39d9fc37554c,0.25,,
9090,0,4,16,1589837659353,12.12,UTC-0500,,16,1589837580000,1.3333334,jpgso+yMpj,1589837520000,com.sec.android.app.shealth,1589837659353,d840342c-5140-4bae-86d5-01c85d3ca934,0.57,,
19620,0,4,28,1589837659376,26.16,UTC-0500,,36,1589837640000,1.3333334,jpgso+yMpj,1589837580000,com.sec.android.app.shealth,1589837659376,31fd3ffd-6870-4581-9633-7ec6840f9b08,1.48,,
11522,0,4,15,1589837660319,10.54,UTC-0500,,15,1589837700000,0.91476816,jpgso+yMpj,1589837640000,com.sec.android.app.shealth,1589837660704,b739facf-a56a-4e16-9f8f-6c86d7e49827,0.54,,
13949,0,4,23,1589843250852,17.15,UTC-0500,,23,1589843280000,1.2293907,jpgso+yMpj,1589843220000,com.sec.android.app.shealth,1589843271107,58f3c836-8113-4cd7-8283-0d0adc3c4e90,0.81,,
18640,0,4,29,1589843701860,21.23,UTC-0500,,29,1589843340000,1.1388888,jpgso+yMpj,1589843280000,com.sec.android.app.shealth,1589843701860,73462f2b-4701-46b0-adbb-f16580cba7f0,1.12,,
14460,0,4,14,1589843701876,16.87,UTC-0500,,26,1589843400000,1.1666666,jpgso+yMpj,1589843340000,com.sec.android.app.shealth,1589843701876,1e0bcff0-dd7c-434c-a31e-304e19142ea2,1.45,,
6248,0,4,11,1589833340275,8.0,UTC-0500,,11,1589833379999,1.2802293,hytsFLPcD3,1589833320000,com.sec.android.app.shealth,1589833350533,05a6be53-eb61-d17f-1058-9f4a5db4f080,0.37,230002,
7340,0,4,12,1589833714324,8.36,UTC-0500,,12,1589833679999,1.1388888,hytsFLPcD3,1589833620000,com.sec.android.app.shealth,1589833714324,d14f1c1e-e9c6-af2e-90da-f9e1ec8a36a9,0.44,230002,
9711,0,4,16,1589834144828,11.6,UTC-0500,,16,1589834159999,1.1944444,hytsFLPcD3,1589834100000,com.sec.android.app.shealth,1589834144828,8c891029-3f6a-6b2f-58c8-e7d0814040d3,0.56,230002,
6538,0,4,11,1589834483443,7.81,UTC-0500,,11,1589834339999,1.1944444,hytsFLPcD3,1589834280000,com.sec.android.app.shealth,1589834483444,fd5800d6-4628-6d27-dbfa-cb8024a5d434,0.37,230002,
14617,0,4,28,1589834483455,21.108,UTC-0500,,28,1589834519999,1.4439757,hytsFLPcD3,1589834460000,com.sec.android.app.shealth,1589834489641,b742919f-029d-ee09-b981-4b6b1cdfa6f2,0.97,230002,
9265,0,4,19,1589834799550,14.67,UTC-0500,,19,1589834579999,1.5833334,hytsFLPcD3,1589834520000,com.sec.android.app.shealth,1589834799551,ba9f0c70-8714-6d76-e8bc-a9f49030e965,0.68,230002,
16241,0,4,24,1589835315445,19.14,UTC-0500,,27,1589835359999,1.178447,hytsFLPcD3,1589835300000,com.sec.android.app.shealth,1589835356329,670852da-6a5c-aec0-088f-840938c95f98,0.95,230002,
18026,0,4,36,1589835491689,27.54,UTC-0500,,36,1589835419999,1.5277778,hytsFLPcD3,1589835360000,com.sec.android.app.shealth,1589835491690,aa6ee83c-9974-ecff-8c44-4c9baae79082,1.18,230002,
6341,0,4,13,1589837222572,10.04,UTC-0500,,13,1589837219999,1.5833334,hytsFLPcD3,1589837160000,com.sec.android.app.shealth,1589837222572,71d12a5f-f1a2-6fcb-85a5-62e825146b2d,0.44,230002,
11168,0,4,19,1589837449588,13.65,UTC-0500,,19,1589837459999,1.2222222,hytsFLPcD3,1589837400000,com.sec.android.app.shealth,1589837449589,e26f7390-b213-64d9-3924-b9c6eff4ed1f,0.63,230002,
10515,0,4,16,1589837482509,11.1,UTC-0500,,16,1589837519999,1.0555556,hytsFLPcD3,1589837460000,com.sec.android.app.shealth,1589837482509,2951bfcc-396a-38db-2780-935447e6c510,0.64,230002,
7498,0,4,12,1589837565344,8.54,UTC-0500,,12,1589837579999,1.1388888,hytsFLPcD3,1589837520000,com.sec.android.app.shealth,1589837565344,f0588582-cf4a-b00f-ac08-a875bc22fb08,0.4,230002,
5800,0,4,10,1589837628303,7.09,UTC-0500,,10,1589837639999,1.2222222,hytsFLPcD3,1589837580000,com.sec.android.app.shealth,1589837628303,cb5e238d-d7f9-9009-fccd-5f29108a928b,0.36,230002,
10320,0,4,15,1589837704128,10.32,UTC-0500,,15,1589837699999,1.0,hytsFLPcD3,1589837640000,com.sec.android.app.shealth,1589837704128,3d5a8e23-8b5c-78f5-e3ca-1b6782aeac5f,0.57,230002,
4564,2,4,11,1589839153294,15.85,UTC-0500,,13,1589839139999,3.4722223,hytsFLPcD3,1589839080000,com.sec.android.app.shealth,1589839153294,9763ed63-a981-531d-a7f2-3997ce5d96e3,0.9,230002,
30554,0,4,42,1589843230543,37.589,UTC-0500,,51,1589843279999,1.2302196,hytsFLPcD3,1589843220000,com.sec.android.app.shealth,1589843298423,8939487d-df7a-c22c-1f07-2f9fad8d5975,1.76,230002,
14827,0,4,21,1589843298432,14.55,UTC-0500,,21,1589843339999,0.98125607,hytsFLPcD3,1589843280000,com.sec.android.app.shealth,1589843384446,46c4796b-99e6-bbf4-6183-201f69f4b6f3,0.81,230002,
16621,0,4,28,1589843384456,18.93,UTC-0500,,28,1589843399999,1.1388888,hytsFLPcD3,1589843340000,com.sec.android.app.shealth,1589843384456,9d631f90-38ab-37a8-ed2a-f179aabc2965,1.2,230002,
31851,0,4,38,1589850277215,35.39,UTC-0500,,53,1589850060000,1.1111112,jpgso+yMpj,1589850000000,com.sec.android.app.shealth,1589850277215,816fc4aa-2285-4e85-b5e6-5515539e2750,2.04,,
29631,0,4,47,1589850277226,34.57,UTC-0500,,47,1589850120000,1.1666666,jpgso+yMpj,1589850060000,com.sec.android.app.shealth,1589850277226,9aa2680c-cb6b-4ce8-94b3-13791ef7487e,1.79,,
30843,0,4,47,1589850277241,34.27,UTC-0500,,47,1589850240000,1.1111112,jpgso+yMpj,1589850180000,com.sec.android.app.shealth,1589850277241,1951ae66-86c5-457c-9ef0-15b99d974381,1.81,,
3677,0,4,7,1589850648624,5.21,UTC-0500,,7,1589850600000,1.4166666,jpgso+yMpj,1589850540000,com.sec.android.app.shealth,1589850648624,c59c5936-7dc3-4ffa-ac56-380b48baa3e2,0.25,,
22545,0,4,23,1589850648622,25.05,UTC-0500,,40,1589850540000,1.111111,jpgso+yMpj,1589850480000,com.sec.android.app.shealth,1589850648622,6d35c074-bc4e-4c3b-ab0c-bd0300454075,2.32,,
3360,0,4,6,1589850649272,4.48,UTC-0500,,6,1589850660000,1.3333334,jpgso+yMpj,1589850600000,com.sec.android.app.shealth,1589850649272,624b542a-db0e-48ce-aebd-99e40c2ea9ff,0.21,,
5406,0,4,10,1589845060308,7.81,UTC-0500,,10,1589845079999,1.4444444,hytsFLPcD3,1589845020000,com.sec.android.app.shealth,1589845060308,5ef00a86-4ca9-c0a8-7aa1-9a0783950f42,0.29,230002,
7581,0,4,14,1589845873531,10.53,UTC-0500,,14,1589845859999,1.3888888,hytsFLPcD3,1589845800000,com.sec.android.app.shealth,1589845873531,7b69d2a3-f8cf-6bbb-fe7b-946b9c59a4ac,0.48,230002,
6480,0,4,15,1589846991297,12.06,UTC-0500,,15,1589846999999,1.8611112,hytsFLPcD3,1589846940000,com.sec.android.app.shealth,1589846991297,4ea935fa-2c72-3cc7-cfdb-dabad1921658,0.5,230002,
14298,0,4,22,1589849940598,15.49,UTC-0500,,22,1589849939999,1.0833334,hytsFLPcD3,1589849880000,com.sec.android.app.shealth,1589849940598,5d2f4f92-13ce-cbc5-b791-a46cc78f5f09,0.74,230002,
11498,0,4,22,1589849940729,16.758,UTC-0500,,22,1589849999999,1.4573463,hytsFLPcD3,1589849940000,com.sec.android.app.shealth,1589849965297,cbc30980-2d0a-a51b-4e07-96319a62a4d6,0.719,230002,
23727,0,4,55,1589850073574,29.0,UTC-0500,,47,1589850059999,1.2222222,hytsFLPcD3,1589850000000,com.sec.android.app.shealth,1589850073574,20d8f03b-a0c2-c32a-6b71-7f3f15d60304,1.58,230002,
7060,0,4,12,1589850154364,8.63,UTC-0500,,12,1589850119999,1.2222222,hytsFLPcD3,1589850060000,com.sec.android.app.shealth,1589850154364,43642573-c5a5-5dd9-d46e-4db1d8e41b61,0.4,230002,
24745,0,4,40,1589850332121,28.87,UTC-0500,,40,1589850239999,1.1666666,hytsFLPcD3,1589850180000,com.sec.android.app.shealth,1589850332121,a7a44297-cae7-4ea8-32f8-1bfbbccc8afc,1.45,230002,
6553,0,4,12,1589850332128,8.92,UTC-0500,,12,1589850299999,1.3611112,hytsFLPcD3,1589850240000,com.sec.android.app.shealth,1589850332129,f45699c7-d964-6417-f63b-c235f8758e1e,0.39,230002,
9312,0,4,12,1589850348283,8.019,UTC-0500,,12,1589850359999,0.8611111,hytsFLPcD3,1589850300000,com.sec.android.app.shealth,1589850351247,1f3d082b-99b4-cce5-dbb0-6c67647c49e0,0.441,230002,
5994,0,4,12,1589850482404,10.99,UTC-0500,,12,1589850479999,1.8333334,hytsFLPcD3,1589850420000,com.sec.android.app.shealth,1589850482404,d0b201ac-3bae-87b9-a9b2-3d0c6f6dc115,0.46,230002,
